1,0.10722226082580164,0.08142698139796943
1,0.1383134784042382,0.10263599664495703
1,0.13761200672971657,0.10792283622319238
2,0.10949276748180616,0.09635805464431382
1,0.1360212265595284,0.13189575017282837
2,0.10733602584796487,0.09954395471957692
3,0.10478098014858286,0.10826504594858802
4,0.09098907870668989,0.10947502835800774
5,0.08831678949183158,0.10353108887609683
1,0.1448730239113474,0.11843756311818172
2,0.10977335982449608,0.09838864119037201
1,0.12793544636503473,0.11557754614648033
2,0.10630618933945486,0.10634904941345782
1,0.12984684591083767,0.11798135880777176
2,0.1002891190247993,0.1051517702005011
3,0.09873510677724669,0.10243502631783485
4,0.09108113772427179,0.09927051187433461
5,0.09068843282197844,0.09390542082528168
6,0.08817160495378282,0.09071968991230143
7,0.08720911222990585,0.10075914560559582
1,0.1291541068657348,0.11189258324497557
2,0.10456889992171567,0.10307588503557316
3,0.09630243511249621,0.10356637942505643
4,0.09402834150736054,0.09809865628151183
5,0.0907884223246309,0.10639339188074178
6,0.08798248628494607,0.10076845227245321
7,0.08746356986990395,0.09552287064651226
